abstract,articleID,articleWordCount,byline,documentType,headline,keywords,multimedia,newDesk,printPage,pubDate,sectionName,snippet,source,typeOfMaterial,webURL
nan,58ff7cde7c459f24986dbfee,1344,by pete wells,article,returning with more than a dash of déjà vu,restaurants union square cafe manhattan ny restaurant gramercy park manhattan ny meyer danny quagliata carmen rockwell group,3,dining,5,20170425 164404,unknown,the reboot of danny meyers first restaurant replicates much of the look taste and comfort that made the original so popular,the new york times,review,httpswwwnytimescom20170425diningunionsquarecafereviewhtml
nan,58ff81d77c459f24986dc002,1230,by javier c hernández,article,livestreaming classes china puts youths every move on view,china computers and the internet privacy education secondary video recordings downloads and streaming,3,foreign,1,20170425 170522,asia pacific,students see livestreaming video of classrooms as an intrusion prompting a debate in china about privacy educational ethics and helicopter parenting,the new york times,news,httpswwwnytimescom20170425worldasiainchinadaydreamingstudentsarecaughtoncamerahtml
nan,58ff84be7c459f24986dc00d,1684,by clay risen,article,the next big brown sip,alcoholic beverages louisville ky copper  kings american brandy co osocalis inc distillery,3,dining,1,20170425 171742,unknown,copper  kings in kentucky is just one of many distillers large and small betting that brandy will be the next big brown liquor,the new york times,news,httpswwwnytimescom20170425diningbrandyamericancraftdistillershtml
nan,58ff9b677c459f24986dc05e,1804,by samin nosrat,article,salts singular magic,cooking and cookbooks salt,3,dining,1,20170425 185420,unknown,salt has a greater impact on flavor than anything else learn to use it well and your food will be good,the new york times,news,httpswwwnytimescom20170425dininghowtoseasonfoodwithsalthtml
nan,58ffa07f7c459f24986dc070,2802,by christopher clarey,article,home is where the court is,tennis azarenka victoria williams serena minsk belarus joyce michael t 1973 ,3,sports,10,20170425 191606,tennis,after an extended break from competition azarenka is training in her native belarus with a new coach and a new traveling companion her infant son,the new york times,news,httpswwwnytimescom20170425sportstennisvictoriaazarenkareturnpregnancyserenawilliamshtml
nan,58ffa49d7c459f24986dc07d,860,by nick rogers,article,how wrestling explains alex jones and donald trump,wrestling united states politics and government world wrestling entertainment inc jones alex 1974  trump donald j,3,oped,0,20170425 193342,unknown,to understand the appeal of political figures who mangle the truth it helps to understand the wrestling concept of kayfabe,the new york times,oped,httpswwwnytimescom20170425opinionwrestlingexplainsalexjonesanddonaldtrumphtml
nan,58ffaa537c459f24986dc092,874,by liz spayd,article,intemperate words temperate news coverage,indecency obscenity and profanity blacks new york times politico the miami herald florida news and news media,3,editorial,0,20170425 195757,unknown,when a public figure utters a slur and news organizations use euphemisms to describe it a question comes up whos really being protected,the new york times,editorial,httpswwwnytimescom20170425publiceditorfrankartilesracialslurcoveragehtml
nan,58ffacc07c459f24986dc09c,914,by tyler kepner,article,jeter said to close in on marlins with bush,baseball miami marlins bush jeb jeter derek mergers acquisitions and divestitures,3,sports,10,20170425 200824,baseball,a group including jeter and jeb bush the former florida governor and presidential candidate is said to have reached an agreement in principle to buy the miami marlins,the new york times,news,httpswwwnytimescom20170425sportsbaseballmiamimarlinsderekjeterjebbushhtml
nan,58ffb3ee7c459f24986dc0c0,825,by gene seymour,article,commemorating the dead with humanity and delicacy,obit movie new york times deaths obituaries documentary films and programs gould vanessa 1974 ,3,culture,5,20170425 203900,unknown,the documentary peers over the shoulders of journalists at the new york times as they decide who merits obituaries and then go about the delicate business of writing them,the new york times,review,httpswwwnytimescom20170425moviesreviewobitdocumentarynewyorktimeshtml
nan,58ffba187c459f24986dc0dc,1089,by vivian yee,article,trump cant withhold funding  to sanctuary cities judge rules,immigration and emigration trump donald j executive orders and memorandums federal aid us orrick william h ii decisions and verdicts justice department united states politics and government urban areas san francisco calif,3,national,1,20170425 210516,unknown,a federal judge in california temporarily halted the administrations efforts to withhold funding from cities that limit their cooperation with federal immigration enforcement,the new york times,news,httpswwwnytimescom20170425usjudgeblockstrumpsanctuarycitieshtml
nan,58ffba5d7c459f24986dc0dd,1125,by valeriya safronova,article,zoning move fuels debate over home of new yorks fashion industry,fashion and apparel real estate commercial labor and jobs relocation of business economic development corp garment district manhattan ny,3,styles,6,20170425 210630,unknown,mayor bill de blasios administration has a plan that would strip the garment district in manhattan of special zoning protections,the new york times,news,httpswwwnytimescom20170425fashiondeblasiogarmentdistrictsunsetparkhtml
nan,58ffe30c7c459f24986dc13c,200,by alan magill,article,music in the dentists chair,teeth and dentistry new york city passover,0,metro,21,20170426 000003,unknown,humming during a checkup and getting an unlikely accompaniment,the new york times,news,httpswwwnytimescom20170425nyregionmetropolitandiarymusicinthedentistschairhtml
nan,58ffedad7c459f24986dc14b,942,by scott cacciola,article,bucks youth portends bright future,basketball playoff games milwaukee bucks brogdon malcolm 1992 ,3,sports,10,20170426 004524,pro basketball,even if it is eliminated by the toronto raptors a team with more playoff experience milwaukee has budding stars like malcolm brogdon giannis antetokounmpo and thon maker,the new york times,news,httpswwwnytimescom20170425sportsbasketballmilwaukeebucksfuturehtml
nan,58fff1297c459f24986dc14d,1164,by coral davenport,article,trump will sign orders that could expand access to fossil fuels,trump donald j united states politics and government obama barack oil petroleum and gasoline offshore drilling and exploration national parks monuments and seashores conservation of resources zinke ryan 1961  federal lands,3,national,14,20170426 010018,politics,the moves to expand offshore drilling and roll back conservation on public lands would begin to fulfill a campaign promise to create thousands of jobs in energy,the new york times,news,httpswwwnytimescom20170425uspoliticsnationalmonumentsenergydrillinghtml
nan,58fff1f07c459f24986dc14e,1332,by julie hirschfeld davis alan rappeport kate kelly and rachel abrams,article,white houses tax plan puts business at the fore,corporate taxes united states politics and government trump donald j federal budget us federal taxes us tax credits deductions and exemptions,3,national,1,20170426 010334,politics,the blueprint expected to be announced on wednesday jettisons a house republican proposal to impose a tax on imports which would help offset the cuts,the new york times,news,httpswwwnytimescom20170425uspoliticstaxplantrumphtml
nan,58fff3ae7c459f24986dc153,1102,by juliet macur,article,nascars biggest star decides to stop driving,automobile racing earnhardt dale jr national assn of stock car auto racing concussions,3,sports,11,20170426 011104,auto racing,earnhardt jr a buoyant personality compared to his famous and gruff father served as a bridge between nascar eras and was a huge hit with racing fans,the new york times,news,httpswwwnytimescom20170425sportsautoracingnascarsbiggeststardaleearnhardtjrwillretireafterthisseasonhtml
nan,58fffc237c459f24986dc15b,1873,by michael frank,article,genoa isnt rome or florence thats part of its charm,genoa italy travel and vacations,3,travel,0,20170426 014711,unknown,the author has prowled the streets of the italian city for over 15 years wondering the whole time why there are so few other people doing the same thing,the new york times,news,httpswwwnytimescom20170425travelgenoaitalycharmalternativeromeflorencevenicehtml
nan,58ffff287c459f24986dc15c,785,by deb amlen,article,like some humor or spells,crossword puzzles scrabble game,3,games,0,20170426 020004,unknown,the college junior trenton charlson makes his crossword debut with a topic that might be familiar to many college students,the new york times,news,httpswwwnytimescom20170425crosswordslikesomehumororspellsashtreebphtml
nan,58ffff337c459f24986dc15d,1169,by ben brantley,article,young con man as tragic hero,theater six degrees of separation play barrymore ethel theater cullman trip guare john hawkins corey 1988  hickey john benjamin janney allison,3,culture,1,20170426 020018,unknown,corey hawkins soars as a great pretender in this otherwise earthbound revival of john guares masterwork,the new york times,review,httpswwwnytimescom20170425theatersixdegreesofseparationreviewhtml
nan,59000d3e7c459f24986dc16b,1155,by mike hale,article,the americans season 5 episode 8 the humanization of elizabeth,television the americans tv program,3,culture,0,20170426 030004,television,bit by bit elizabeth the patriot is learning to cede space to elizabeth the wife and mother,the new york times,news,httpswwwnytimescom20170425artstelevisiontheamericansimmersionrecaphtml
nan,590037e17c459f24986dc1b1,478,by caroline crosson gilpin,article,is there any benefit to reading books you hate,reading and writing skills education,3,learning,0,20170426 060203,unknown,how are readers benefited by seeking out and finishing books they dislike,the new york times,news,httpswwwnytimescom20170426learningisthereanybenefittoreadingbooksyouhatehtml
nan,590045977c459f24986dc1cf,1245,by justin gillis,article,as rising seas erode shorelines tasmania shows what can be lost,global warming greenhouse gas emissions historic buildings and sites coast erosion tasmania australia environment,3,foreign,11,20170426 070030,unknown,port arthur the famous prison that housed the british empires toughest convicts in the 19th century is facing an onslaught from the sea,the new york times,news,httpswwwnytimescom20170426climatetasmaniaglobalwarmingshorelineerosionhtml
nan,59004a727c459f24986dc1e4,598,by the editorial board,article,mr trumps shambles of a trade policy,international trade and world market trump donald j labor and jobs factories and manufacturing united states politics and government,3,editorial,24,20170426 072104,unknown,threats and rhetoric have given way to a more complicated reality and fiscal policy that can do more damage than bad trade deals,the new york times,editorial,httpswwwnytimescom20170426opiniondonaldtrumpstradepolicyisindisarrayhtml
nan,59004a727c459f24986dc1e3,1051,by ross douthat,article,it could be worse,trump donald j united states politics and government,3,oped,0,20170426 072106,unknown,passing judgment on trumps first 100 days,the new york times,oped,httpswwwnytimescom20170426opiniontrump100dayscouldbeworsehtml
nan,59004a727c459f24986dc1e2,1168,by frank bruni,article,lifting kids to college,colleges and universities education k12 university of southern california los angeles calif minorities,3,oped,25,20170426 072107,unknown,one top universitys efforts with underprivileged students stand out,the new york times,oped,httpswwwnytimescom20170426opinionuscneighborhoodacademicinitiativeliftingkidstocollegehtml
nan,59004a717c459f24986dc1e1,954,by thomas l friedman,article,on a par 5 in dubai good humor and a respite from all things trump,golf united arab emirates sadhguru 1957 ,3,oped,24,20170426 072115,unknown,oh and theres this yogi with a flowing white beard and golf clothes,the new york times,oped,httpswwwnytimescom20170426opiniononapar5indubaigoodhumorandarespitefromallthingstrumphtml
nan,59004a7d7c459f24986dc1e5,1250,by charles r kesler,article,trumps republican history lesson,trump donald j conservatism us politics republican party united states politics and government presidents and presidency us protectionism trade,3,oped,25,20170426 072125,unknown,the agenda of the prenew deal gop offers a way forward in the 21st century,the new york times,oped,httpswwwnytimescom20170426opiniondonaldtrumpisarealrepublicanandthatsagoodthinghtml
nan,59004c817c459f24986dc1ed,423,by caroline crosson gilpin,article,questions for todays energy jobs are in solar not coal,news and news media reading and writing skills education,3,learning,0,20170426 073003,unknown,what are the facts and figures on energy jobs and distribution by type of energy around the united states,the new york times,news,httpswwwnytimescom20170426learningquestionsfortodaysenergyjobsareinsolarnotcoalhtml
nan,59004c877c459f24986dc1ee,844,by neil irwin,article,haunted by low inflation,economic conditions and trends united states economy deflation economics inflation economics prices fares fees and rates trump donald j,3,upshot,1,20170426 073006,unknown,it will take more than a us presidential election a few months of solid global growth and a recovery in oil prices to fix it,the new york times,news,httpswwwnytimescom20170426upshotthelowinflationworldmaybestickingaroundlongerthanexpectedhtml
yassine alaoui ismaili captures casablanca8217s moments of wry humor in a loving look at the moroccan city he calls home,590054367c459f24986dc1fe,740,by jordan g teicher,blogpost,unknown,dancing movies photography casablanca morocco alaoui ismaili yassine,3,unknown,0,20170426 080041,unknown,yassine alaoui ismaili captures casablanca8217s moments of wry humor in a loving look at the moroccan city he calls home,the new york times,blog,httpslensblogsnytimescom20170426casablancaacitynothinglikethefilmyoriyasalaouiismaili
nan,590053ff7c459f24986dc1fd,78,by katherine schulten,article,ufos,news and news media reading and writing skills education,3,learning,0,20170426 080203,unknown,do you believe that ufos are actually signs of alien life  or do you think these sightings are explainable some other way,the new york times,news,httpswwwnytimescom20170426learningufoshtml
nan,5900619f7c459f24986dc221,652,interview by ana marie cox,article,carly zakin and danielle weisberg want you to get the news,newsletters theskimm llc zakin carly weisberg danielle,3,magazine,66,20170426 090006,unknown,carly zakin and danielle weisberg on their popular news digest and targeting millennials while remaining nonpartisan,the new york times,news,httpswwwnytimescom20170426magazinethefoundersoftheskimmthinktheyreagatewaydrugtothenewshtml
nan,5900619b7c459f24986dc21f,812,by freda moon,article,5 tips for child care on your next vacation,travel and vacations child care caribbean area,3,travel,5,20170426 090007,unknown,finding reliable affordable child care can be enough of a challenge at home where does one even begin to get help on the road here are five tips,the new york times,news,httpswwwnytimescom20170426travelfrugalfamilyhowtofindvacationchildcarehtml
nan,590061a07c459f24986dc222,845,by dorie greenspan,article,its all in the hands,cooking and cookbooks bakeries and baked products recipes,3,magazine,28,20170426 090008,unknown,so much of the pleasure is tied to touch,the new york times,news,httpswwwnytimescom20170426magazinebakingisallinthehandshtml
nan,590061a57c459f24986dc223,1750,by freda moon,article,the ultimate travel amenity a nanny,travel and vacations families and family life budget travel jamaica west indies,3,travel,5,20170426 090010,unknown,for the frugal family the appeal of an allinclusive resort came from the child care and the possibility of a vacation that would feel like a vacation,the new york times,news,httpswwwnytimescom20170426travelfamilytraveljamaicaallinclusivevacationfranklyndresortnannyhtml
nan,590061a77c459f24986dc226,2123,photographs by erik madigan heck and text by leanne shapton,article,rei kawakubo,fashion and apparel comme des garcons kawakubo rei metropolitan museum of art photography,3,magazine,50,20170426 090011,unknown,the 74yearold force behind the avantgarde label comme des garçons makes otherworldly clothes that express hidden desires and fears,the new york times,news,httpswwwnytimescom20170426magazinereikawakubointerpreterofdreamshtml
nan,5900619f7c459f24986dc220,5215,by christopher glazek,article,the ceo of hiv,weinstein michael arthur 1952  aids healthcare foundation acquired immune deficiency syndrome drugs pharmaceuticals health insurance and managed care sanders bernard,3,magazine,44,20170426 090012,unknown,michael weinsteins aids healthcare foundation treats an enormous number of patients  and makes an enormous amount of money is that why so many activists distrust him,the new york times,news,httpswwwnytimescom20170426magazinetheceoofhivhtml
nan,590061aa7c459f24986dc227,1136,by kwame anthony appiah,article,is it best to get a pet from a nokill shelter ,animal abuse rights and welfare ethics personal humane society of the united states race and ethnicity animals american society for the prevention of cruelty to animals,2,magazine,22,20170426 090022,unknown,the magazines ethicist columnist on what to take into account when adopting a pet protecting a stepsibling from your mother and what defines ethnicity,the new york times,news,httpswwwnytimescom20170426magazineshouldigetapetfromanokillshelterhtml
nan,59006faf7c459f24986dc258,895,by gretchen reynolds,article,what to eat before a workout,exercise fasting weight genetics and heredity,3,science,6,20170426 100007,move,fasting before exercise may have beneficial effects on fat cells,the new york times,news,httpswwwnytimescom20170426wellmovethebestthingtoeatbeforeaworkoutmaybenothingatallhtml
nan,59006fad7c459f24986dc257,1033,by erica reischer,article,skipping the college tour,colleges and universities admissions standards happiness education k12 teenagers and adolescence,3,well,0,20170426 100008,family,researchers say talking to people who have been through an experience leads to better decisions,the new york times,news,httpswwwnytimescom20170426wellfamilyskippingthecollegetourhtml
nan,59006fad7c459f24986dc256,239,by david gelles,article,how to be mindful while gardening,gardens and gardening seeds meditation,3,well,0,20170426 100008,mind,go ahead and get a little dirty with this meditative practice,the new york times,news,httpswwwnytimescom20170426wellmindhowtobemindfulwhilegardeninghtml
nan,5900712d7c459f24986dc25d,1065,by jonathan wolfe and alexandra s levine,article,unknown,new york city,3,metro,0,20170426 100631,unknown,wednesday a major transit update a documentary about obituaries and the museuminstaswap,the new york times,briefing,httpswwwnytimescom20170426nyregionnewyorktodaypennstationproblemsthenandnowhtml
nan,5900b12d7c459f24986dc352,1516,by robin pogrebin,article,mayor endorses entrance fee for the metropolitan museum,metropolitan museum of art art museums culture arts finances budgets and budgeting weiss daniel h de blasio bill new york city prices fares fees and rates,3,culture,21,20170426 143934,art  design,despite its history as a public institution with free entry to all the museum is considering a mandatory charge to help address budget deficits,the new york times,news,httpswwwnytimescom20170426artsdesignmetmuseuminquiettalkswithcityweighsanadmissionfeehtml
nan,5900b4877c459f24986dc35d,967,by joe drape and brooks barnes,article,espn its brand lagging sheds several big names,espn layoffs and job reductions television news and news media athletics and sports dilfer trent kanell danny,3,sports,8,20170426 145353,unknown,trent dilfer jayson stark and ed werder were among the numerous big names laid off,the new york times,news,httpswwwnytimescom20170426sportsespnlayoffshtml
nan,5900b7fd7c459f24986dc36e,243,by david w dunlap,article,some boys celebrated the war others were prisoners of it,prisoners of war new york times fifth avenue manhattan ny world war i 191418,3,insider,0,20170426 150839,unknown,while the junior naval scouts encouraged enlistment in new york city young german soldiers in france reached the end of their fighting days,the new york times,news,httpswwwnytimescom20170426insidersomeboyscelebratedthewarotherswereprisonersofithtml
nan,5900c06b7c459f24986dc391,1630,by julie hirschfeld davis and alan rappeport,article,tax overhaul would aid wealthiest,income tax federal taxes us federal budget us trump donald j united states politics and government,3,national,1,20170426 154436,politics,president trump on wednesday proposed sharp reductions in both individual and corporate income tax rates and also called for the elimination of most itemized tax deductions,the new york times,news,httpswwwnytimescom20170426uspoliticstrumptaxcutplanhtml
nan,5900cd397c459f24986dc3c2,2627,by bruce weber,article,jonathan demme oscarwinning director is dead at 73,demme jonathan movies deaths obituaries,3,culture,24,20170426 163913,unknown,mr demme an auteur whose films included documentaries and narrative features won an academy award for the silence of the lambs,the new york times,obituary obit,httpswwwnytimescom20170426moviesjonathandemmedeadmoviedirectoroscarwinnerhtml
nan,5900d7f77c459f24986dc3ea,200,by nicholas bakalar,article,eat diet soda tied to stroke,stroke dementia soft drinks,3,science,4,20170426 172508,unknown,people who drank one to six artificially sweetened drinks a week had a higher risk of stroke or dementia,the new york times,news,httpswwwnytimescom20170426welldietsodastiedtodementiaandstrokehtml
nan,5900da2f7c459f24986dc3f4,1045,by angelica jade bastién,article,the handmaids tale series premiere recap welcome to gilead,television the handmaids tale tv program,3,culture,0,20170426 173432,television,in some ways this is the story of a fictional dystopic future in others it could be any moment in the history of female oppression,the new york times,review,httpswwwnytimescom20170426artstelevisionthehandmaidstalehuluepisode1recaphtml
nan,5900dfac7c459f24986dc403,1173,by cecilia kang,article,fcc head plots course to ease rules on internet,federal communications commission net neutrality pai ajit regulation and deregulation of industry computers and the internet,3,business,1,20170426 175755,unknown,the chairman ajit pai said highspeed internet service should no longer be treated like a public utility with strict rules but should largely be left to police itself,the new york times,news,httpswwwnytimescom20170426technologynetneutralityhtml
nan,5900eefb7c459f24986dc43d,231,by nicholas bakalar,article,heart beer and arrhythmias,heart beer alcoholic beverages,3,well,4,20170426 190317,eat,german scientists used oktoberfest to show that moderate social drinking may lead to arrhythmias,the new york times,news,httpswwwnytimescom20170426welleatbeerdrinkersmaydevelopirregularheartrhythmshtml
nan,5900f8e47c459f24986dc461,1281,by mark landler and binyamin appelbaum,article,trump tells foreign leaders that nafta can stay for now,trump donald j north american free trade agreement united states politics and government international trade and world market executive orders and memorandums canada mexico united states international relations,3,business,14,20170426 194535,politics,in evening telephone calls with the president of mexico and the prime minister of canada president trump said he would quickly start the process of renegotiating nafta  not end it,the new york times,news,httpswwwnytimescom20170426uspoliticsnaftaexecutiveordertrumphtml
nan,5900ff3a7c459f24986dc472,517,by laura collinshughes,article,to be or not to be oh who cares anyway,theater hamlet a version play akunin boris red lab productions roust theater co gachechiladze irina shakespeare william,3,weekend,4,20170426 201236,unknown,boris akunins take on shakespeares broody prince is full of intrigue but it often feels like a hamlet highlight reel,the new york times,review,httpswwwnytimescom20170426theaterreviewtobeornottobeohwhocaresadifferenthamlethtml
nan,5901075c7c459f24986dc48c,742,by neil irwin,article,who wins  who loses  in details  of the plan,income tax federal taxes us tax credits deductions and exemptions corporate taxes trump donald j california,3,upshot,16,20170426 204715,unknown,the plan lacks many details but one group of losers seems to be uppermiddleincome people in blue states,the new york times,news,httpswwwnytimescom20170426upshotwinnersandlosersinthetrumptaxplanhtml
nan,590117837c459f24986dc4ca,822,by nicholas kristof,article,this isnt  tax policy  its a heist,corporate taxes federal taxes us income tax trump donald j united states politics and government income inequality inheritance and estate taxes alternative minimum tax,3,oped,27,20170426 215613,unknown,for all of the presidents talk of helping ordinary americans theyre not the big beneficiaries of his plan,the new york times,oped,httpswwwnytimescom20170426opiniontrumpstaxplanagifttozillionaireslikehimhtml
nan,590131db7c459f24986dc50d,767,by margot sangerkatz,article,what won over caucus of hardliners,health insurance and managed care house freedom caucus states us law and legislation house of representatives republican party,0,upshot,22,20170426 234815,unknown,there are three rules that states could apply to waive in the newest proposed revision to the republicans health care plan,the new york times,news,httpswwwnytimescom20170426upshotwhatchangedinthehealthrepealplantowinoverthefreedomcaucushtml
nan,590131e77c459f24986dc50e,898,by nicholas dirks,article,unknown,freedom of speech and expression demonstrations protests and riots first amendment us constitution university of california berkeley coulter ann berkeley calif,3,oped,0,20170426 234847,unknown,the college has become a magnet for groups who seek to use the site of the birth of the free speech movement as a staging ground for violence and disruption,the new york times,oped,httpswwwnytimescom20170426opinionberkeleyisunderattackfrombothsideshtml
nan,590134897c459f24986dc511,83,by bob castro,article,the smile didnt mean what he thought,new york city subways,0,metro,21,20170427 000004,unknown,misinterpreting a friendly glance on the subway,the new york times,brief,httpswwwnytimescom20170426nyregionmetropolitandiarythesmiledidntmeanwhathethoughthtml
nan,59013d9a7c459f24986dc521,730,by the editorial board,article,mr trumps comic tax plan,trump donald j income tax federal taxes us corporate taxes cohn gary d mnuchin steven t united states politics and government,3,editorial,26,20170427 003835,unknown,take a gigantic gift for the rich and just to provide cover throw in a few crumbs for average families,the new york times,editorial,httpswwwnytimescom20170426opiniontrumpslaughableplantocuthisowntaxeshtml
nan,5901484a7c459f24986dc533,1134,by alan rappeport,article,trumps plan brings moment of truth for gop deficit hawks,federal budget us federal taxes us income tax trump donald j republican party united states economy united states politics and government,3,national,1,20170427 012421,politics,the white house insists that economic growth will offset its proposed tax cuts but many economists disagree creating a moment of truth for conservatives,the new york times,news,httpswwwnytimescom20170426uspoliticstrumptaxplanbudgetdeficithtml
nan,590150b57c459f24986dc53e,657,by deb amlen,article,isnt that something,crossword puzzles sudoku puzzle,3,games,0,20170427 020016,unknown,todd gross gives us twice as much bang for the buck,the new york times,news,httpswwwnytimescom20170426crosswordsisntthatsomethingafghanistandanielsteakhtml
nan,590150c47c459f24986dc53f,1013,by alexis soloski,article,singing and dancing the postwar blues,theater blankenbuehler andy oberacker richard 1968  bandstand play cott corey osnes laura,3,culture,5,20170427 020035,unknown,laura osnes and corey cott star in a new broadway musical set in 1945 about a musician a singer trauma and healing,the new york times,review,httpswwwnytimescom20170426theaterbandstandreviewbroadwayhtml
nan,59015eba7c459f24986dc553,1191,by scott tobias,article,fargo season 3 episode 2 unfathomable pinheadery,television fargo tv program,3,culture,0,20170427 030004,television,nikkis description of the blunders she knows about is deadon that doesnt mean shes safe from committing her own,the new york times,review,httpswwwnytimescom20170426artstelevisionfargoseasontheprincipleofrestrictedchoicerecaphtml
nan,59017b217c459f24986dc589,1106,by christopher drew,article,united taking further steps to move past an ugly event,united airlines airlines and airplanes dao david a 1948  munoz oscar 1959  customer relations,3,business,1,20170427 050116,unknown,united airlines still trying to regain its footing after a video showed a traveler being violently dragged off a plane on thursday outlined new measures meant to prevent such episodes in the future,the new york times,news,httpswwwnytimescom20170427businessunitedairlinesnewguidelinespolicyhtml
nan,590197b17c459f24986dc5d0,71,by katherine schulten,article,no fear,fear emotion reading and writing skills education,3,learning,0,20170427 070303,unknown,what would you do if you werent afraid,the new york times,news,httpswwwnytimescom20170427learningnofearhtml
nan,59019bf37c459f24986dc5df,1337,by linda greenhouse,article,the roberts court 2017 edition,freedom of religion religionstate relations trinity lutheran church columbia mo supreme court us lutheran churches alito samuel a jr gorsuch neil m roberts john g jr columbia mo missouri playgrounds education preschool,3,oped,0,20170427 072116,unknown,now that the supreme court has nine members the pursuit of consensus may become a thing of the past,the new york times,oped,httpswwwnytimescom20170427opiniontherobertscourt2017editionhtml
nan,59019bf37c459f24986dc5de,808,by nancyann deparle and phil schiliro,article,trump should save obamacare,united states politics and government health insurance and managed care patient protection and affordable care act 2010 law and legislation trump donald j,3,oped,27,20170427 072118,unknown,a pivot from repeal and replace to repair and rebrand could be smart politics for the president,the new york times,oped,httpswwwnytimescom20170427opinionhowtrumpcouldsaveobamacareandhelphimselfhtml
nan,59019bfa7c459f24986dc5e3,811,by curt stager,article,sowing climate doubt among schoolteachers,global warming education k12 heartland institute teachers and school employees propaganda colleges and universities why scientists disagree about global warming book,66,oped,27,20170427 072121,unknown,a group known for attacking climate science has set its sights on americas public schools,the new york times,oped,httpswwwnytimescom20170427opinionsowingclimatedoubtamongschoolteachershtml
nan,59019bf97c459f24986dc5e2,840,by gail collins,article,trumps cantdo record,united states politics and government taxation trump donald j mnuchin steven t republican party,3,oped,27,20170427 072123,unknown,who expected 100 days of dull,the new york times,oped,httpswwwnytimescom20170427opiniontrumpscantdorecordhtml
nan,5901ac107c459f24986dc61d,244,by caroline crosson gilpin,article,questions for living by the girl scout law even without a home,news and news media reading and writing skills education girl scouts,3,learning,0,20170427 083003,unknown,the formation of a new girl scout troop serves as a catalyst to form more support groups for homeless children,the new york times,news,httpswwwnytimescom20170427learningquestionsforlivingbythegirlscoutlawevenwithoutahomehtml
nan,5901ace87c459f24986dc61f,1797,by thomas b edsall,article,black people are not all living in hell,blacks race and ethnicity economic conditions and trends income inequality wilson william julius,3,oped,0,20170427 083331,unknown,the black upper middle class is ascending the economic ladder at a faster rate than its white counterpart,the new york times,oped,httpswwwnytimescom20170427opinionblackpeoplearenotalllivinginhellhtml
nan,5901b31e7c459f24986dc62e,915,by barrett swanson,article,pistol petes homework basketball,basketball maravich pete,3,magazine,20,20170427 090005,unknown,released in 1987 the videos offer some rather esoteric lessons,the new york times,news,httpswwwnytimescom20170427magazineletterofrecommendationpistolpeteshomeworkbasketballhtml
nan,5901b31d7c459f24986dc62d,1358,by lisa sanders md,article,what caused this college students stomach pain and vomiting,liver tests medical genetics and heredity,3,magazine,24,20170427 090006,unknown,no one could figure out the problem  until it was too late,the new york times,news,httpswwwnytimescom20170427magazinewhatcausedthiscollegestudentsstomachpainandvomitinghtml
nan,5901b31d7c459f24986dc62c,472,by caroline crosson gilpin,article,is livestreaming classrooms a good idea,news and news media reading and writing skills education,0,learning,0,20170427 090007,unknown,what might be lost or gained when students and teachers work under daily camera surveillance,the new york times,news,httpswwwnytimescom20170427learningislivestreamingclassroomsagoodideahtml
nan,5901b3307c459f24986dc631,812,by tejal rao,article,provence in a bowl,cooking and cookbooks harris jessica b provence france,3,magazine,30,20170427 090028,unknown,jessica b harriss soupe au pistou will take you from spring through summer with your pot reflecting the bounty of the seasons,the new york times,news,httpswwwnytimescom20170427magazineprovenceinabowlhtml
nan,5901b3387c459f24986dc635,4506,by willa paskin,article,the other side of anne,television anne with an e tv program netflix inc walleybeckett moira books and literature anne of green gables book women and girls child abuse and neglect,3,magazine,33,20170427 090033,unknown,a new netflix series aims to explore the trauma behind the heroine is there a risk to rewriting a beloved book,the new york times,news,httpswwwnytimescom20170427magazinetheothersideofanneofgreengableshtml
nan,5901b3387c459f24986dc632,1185,by gardiner harris,article,200 state dept posts stand empty and no rush to fill them,tillerson rex w state department united states politics and government trump donald j united states international relations,3,foreign,14,20170427 090034,politics,secretary of state rex w tillerson wants to restructure the department before he fills top posts an aide said  a timeline that alarms many of its veterans,the new york times,news,httpswwwnytimescom20170427uspoliticsstatedepartmentdiplomatstillersonhtml
nan,5901b33a7c459f24986dc639,1240,by david w dunlap,article,strands of steel soar over water,new york metropolitan area bridges and tunnels kosciuszko bridge nyc goethals bridge tappan zee bridge roads and traffic skanska usa cuomo andrew m brooklynqueens expressway newtown creek brooklynqueens ny,3,metro,1,20170427 090037,unknown,the home of pastcentury wonders like the brooklyn bridge returns to building cablestayed bridges which are designed to stand the test of time,the new york times,news,httpswwwnytimescom20170427nyregion3newbridgesriseinnewyorkwithlooksthatcouldstoptraffichtml
nan,5901c1297c459f24986dc65a,981,by alexandra s levine,article,new york today do april showers really bring may flowers,new york city,3,metro,0,20170427 095956,unknown,thursday unpacking an old saying drizzly weather and opening a new kosciuszko bridge,the new york times,briefing,httpswwwnytimescom20170427nyregionnewyorktodayaprilshowersmayflowerskosciuszkobridgehtml
nan,5901c12b7c459f24986dc65d,986,by roni caryn rabin,article,unknown,pregnancy and childbirth morning sickness exercise tennis williams serena walsh jennings kerri women and girls australian open tennis,3,well,0,20170427 100003,move,serena williams won the australian open in her eighth week of pregnancy a time when many women are dead tired and suffering from morning sickness,the new york times,news,httpswwwnytimescom20170427wellmovewinningwhilepregnanthowathletesdoithtml
